nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
Eden Juicy Apple | 01 Eau De Parfum,Kayali Fragrances,Clement Gavarry,2021.0,3.93,"3,054","['fruity', 'sweet', 'vanilla', 'woody', 'fresh']",female,moderate,average,ok,"['Black Currant', 'Red Apple', 'Pink Grapefruit', 'Litchi']","['Jasmine', 'Raspberry Bloom', 'May Rose', 'Wild Berries']","['Moss', 'Amber', 'Sugar', 'Vanilla Flower', 'Musk']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Eden-Juicy-Apple-01-Eau-De-Parfum-70875.html
Eden Sparkling Lychee | 39 Eau de Parfum,Kayali Fragrances,Gabriela Chelariu,2023.0,3.95,"1,659","['fruity', 'sweet', 'vanilla', 'fresh', 'powdery', 'tropical', 'floral', 'violet', 'woody', 'citrus']",female,moderate,average,ok,"['Red Apple', 'Black Currant', 'Litchi', 'Italian Lemon']","['Rose', 'Jasmine Sambac', 'Violet']","['Amber', 'Sugar', 'Vanilla Absolute', 'Cedar', 'Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Eden-Sparkling-Lychee-39-Eau-de-Parfum-88197.html
Oudgasm Café Oud | 19 Eau de Parfum Intense,Kayali Fragrances,Hamid Merati-Kashani,2023.0,3.48,251,"['fresh spicy', 'coffee', 'rose', 'oud', 'vanilla', 'musky', 'citrus', 'aromatic', 'powdery', 'sweet']",unisex,moderate,average,overpriced,"['Mandarin Orange', 'Bergamot', 'Cappuccino']","['Geranium', 'Rose']","['White Musk', 'Patchouli', 'Vanilla', 'Oud']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Oudgasm-Cafe-Oud-19-Eau-de-Parfum-Intense-85187.html
Oudgasm Rose Oud | 16 Eau de Parfum Intense,Kayali Fragrances,Hamid Merati-Kashani,2023.0,3.71,205,"['rose', 'fresh spicy', 'floral', 'oud', 'aromatic', 'vanilla', 'fresh', 'citrus']",female,moderate,average,ok,"['Geranium', 'Pear', 'Lemon']","['Bulgarian Rose', 'Peony']","['Cashmere Wood', 'Vanilla', 'Oud']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Oudgasm-Rose-Oud-16-Eau-de-Parfum-Intense-85186.html
Oudgasm Smoky Oud | 07,Kayali Fragrances,Hamid Merati-Kashani,2024.0,3.4,50,"['woody', 'fresh spicy', 'warm spicy', 'patchouli', 'oud', 'aromatic', 'rose', 'earthy', 'balsamic']",unisex,long lasting,strong,ok,"['Rum', 'Saffron']","['Geranium', 'Jasmine', 'Labdanum']","['Vanilla', 'Patchouli', 'Cedar', 'Guaiac Wood', 'White Musk', 'Oud']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Oudgasm-Smoky-Oud-07-90372.html
Oudgasm Tobacco Oud | 04 Eau de Parfum Intense,Kayali Fragrances,Philippine Courtière,2023.0,3.6,215,"['sweet', 'tobacco', 'warm spicy', 'oud', 'honey', 'vanilla', 'amber', 'citrus', 'aromatic', 'fresh spicy']",unisex,long lasting,average,ok,"['Mandarin Orange', 'Clary Sage', 'Plum', 'White Honey', 'Geranium']","['Clove', 'Saffron']","['Vanilla', 'Patchouli', 'Benzoin', 'Praline', 'Tobacco', 'Oud']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Oudgasm-Tobacco-Oud-04-Eau-de-Parfum-Intense-85185.html
Oudgasm Vanilla Oud | 36 Eau de Parfum Intense,Kayali Fragrances,Gabriela Chelariu,2023.0,3.91,456,"['sweet', 'vanilla', 'oud', 'musky', 'warm spicy', 'powdery', 'woody', 'mossy', 'earthy', 'metallic']",female,moderate,average,ok,"['Praline', 'Pear', 'Saffron']",['Bulgarian Rose'],"['Oakmoss', 'Vanilla Sugar', 'Cashmere Wood', 'White Musk', 'Oud']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Oudgasm-Vanilla-Oud-36-Eau-de-Parfum-Intense-85184.html
Lovefest Burning Cherry | 48 Eau de Parfum,Kayali Fragrances,Gabriela Chelariu,2022.0,3.93,"3,058","['woody', 'sweet', 'amber', 'vanilla', 'aromatic', 'balsamic', 'fruity', 'citrus']",female,moderate,average,ok,"['Burning Cherry', 'Bergamot', 'Raspberry']","['Damask Rose', 'Jasmine Sambac', 'Heliotrope', 'Praline']","['Ambrettolide', 'Tonka Bean', 'Patchouli', 'Haitian Vetiver', 'Guaiac Wood', 'Palo Santo', 'Peru Balsam']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Lovefest-Burning-Cherry-48-Eau-de-Parfum-75661.html
The Wedding Silk Santal | 36,Kayali Fragrances,Gabriela Chelariu,2023.0,4.27,"1,144","['sweet', 'vanilla', 'powdery', 'woody', 'fruity', 'musky', 'white floral', 'Champagne', 'floral', 'amber']",female,moderate,average,ok,"['Freesia', 'Black Currant', 'Champagne']","['Jasmine', 'Orange Blossom', 'May Rose', 'Praline', 'Nectarine']","['Sugar', 'Amberwood', 'Vanilla', 'Oakmoss', 'Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Kayali-Fragrances/The-Wedding-Silk-Santal-36-83208.html
The Wedding Velvet Santal | 35,Kayali Fragrances,Fabrice Pellegrin,2023.0,4.1,407,"['woody', 'powdery', 'warm spicy', 'amber', 'musky', 'green', 'balsamic', 'white floral']",unisex,moderate,average,ok,"['Tea', 'Jasmine']","['White Musk', 'Cedarwood']","['Benzoin', 'Sandalwood']",https://www.fragrantica.com/perfume/Kayali-Fragrances/The-Wedding-Velvet-Santal-35-83207.html
Capri in a Bottle Lemon Sugar | 14 Eau de Parfum,Kayali Fragrances,,2024.0,4.08,364,"['sweet', 'vanilla', 'citrus', 'fruity', 'musky', 'powdery', 'floral', 'aromatic']",female,moderate,average,ok,"['Sugar', 'Lemon']","['Freesia', 'Raspberry']","['Musk', 'Vanilla']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Capri-in-a-Bottle-Lemon-Sugar-14-Eau-de-Parfum-94204.html
Maldives in a Bottle Ylang Coco | 20 Eau de Parfum,Kayali Fragrances,,2024.0,4.02,321,"['sweet', 'aromatic', 'coconut', 'yellow floral', 'woody', 'fresh spicy', 'tropical', 'citrus', 'fruity', 'lactonic']",female,moderate,average,ok,"['Rosemary', 'Lemon']","['Ylang-Ylang', 'Banana']",['Coconut Milk'],https://www.fragrantica.com/perfume/Kayali-Fragrances/Maldives-in-a-Bottle-Ylang-Coco-20-Eau-de-Parfum-94206.html
Marrakesh in a Bottle Orange Blossom | 24 Eau de Parfum,Kayali Fragrances,,2024.0,3.37,314,"['white floral', 'citrus', 'rose', 'woody', 'sweet', 'soft spicy', 'floral', 'fresh spicy', 'soapy']",female,moderate,average,ok,"['Orange Blossom', 'Bergamot', 'Pink Pepper']","['Turkish Rose', 'Neroli']",['Cedar'],https://www.fragrantica.com/perfume/Kayali-Fragrances/Marrakesh-in-a-Bottle-Orange-Blossom-24-Eau-de-Parfum-94203.html
Maui in a Bottle Sweet Banana | 37 Eau de Parfum,Kayali Fragrances,,2024.0,4.12,401,"['sweet', 'coconut', 'fruity', 'vanilla', 'tropical', 'white floral', 'woody', 'powdery', 'lactonic']",female,moderate,average,ok,"['Pear', 'Banana']","['Coconut', 'Jasmine']","['Sandalwood', 'Vanilla']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Maui-in-a-Bottle-Sweet-Banana-37-Eau-de-Parfum-94205.html
Yum Boujee Marshmallow | 81,Kayali Fragrances,Gabriela Chelariu,2024.0,4.31,"1,567","['sweet', 'vanilla', 'fruity', 'powdery']",female,moderate,average,ok,"['Freesia', 'Apple', 'Nectarine blossom', 'Italian Lemon']","['Coconut', 'Strawberry', 'Orange Blossom', 'Marshmallow']","['Ambroxan', 'Sugar', 'Vanilla', 'Whipped Cream', 'Musk', 'Raspberry']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Yum-Boujee-Marshmallow-81-99254.html
Yum Pistachio Gelato | 33,Kayali Fragrances,Olivier Cresp,2023.0,3.85,"4,783","['sweet', 'woody', 'vanilla', 'nutty', 'powdery']",female,moderate,average,ok,"['Rum', 'Ice cream', 'Bergamot', 'Pistachio', 'Cardamom', 'Hazelnut']","['Pear', 'White Peach', 'Jasmine', 'Lily-of-the-Valley', 'Geranium', 'Raspberry', 'Peony']","['Loukhoum', 'Cacao', 'Tonka Bean', 'Whipped Cream', 'Marshmallow', 'Cedar', 'Cotton Candy', 'Sandalwood']",https://www.fragrantica.com/perfume/Kayali-Fragrances/Yum-Pistachio-Gelato-33-79846.html
10:10 AM in Sicilia,Kenzo,Sophie Labbé,2011.0,4.07,382,"['citrus', 'woody', 'floral', 'aromatic', 'fresh spicy']",female,moderate,average,ok,"['Mandarin Orange', 'Bergamot', 'Grapefruit']","['Freesia', 'Peony', 'Fig Tree']","['Vetiver', 'Virginia Cedar']",https://www.fragrantica.com/perfume/Kenzo/10-10-AM-in-Sicilia-11822.html
5:40 PM in Madagascar,Kenzo,JoAnne Bassett,2009.0,4.11,648,"['vanilla', 'floral', 'woody', 'powdery', 'aquatic', 'ozonic']",female,moderate,average,ok,['Lotus'],"['Freesia', 'Virginia Cedar']",['Vanilla'],https://www.fragrantica.com/perfume/Kenzo/5-40-PM-in-Madagascar-5729.html
7:15 AM in Bali,Kenzo,Daphné Bugey,2008.0,4.12,571,"['vanilla', 'sweet', 'powdery', 'floral', 'tropical', 'citrus', 'fruity', 'white floral', 'fresh']",female,moderate,average,ok,"['Grapefruit', 'Passionfruit']","['Orchid', 'Jasmine']",['Vanilla'],https://www.fragrantica.com/perfume/Kenzo/7-15-AM-in-Bali-2926.html
Air,Kenzo,Maurice Roucel,2003.0,4.34,794,"['soft spicy', 'anis', 'aromatic', 'woody', 'musky', 'sweet', 'earthy', 'fresh spicy', 'citrus', 'amber']",male,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Kenzo/Air-75.html
Air Intense,Kenzo,Maurice Roucel,2005.0,4.51,211,"['woody', 'aromatic', 'anis', 'musky', 'soft spicy', 'amber', 'earthy', 'fresh spicy', 'citrus', 'powdery']",male,moderate,average,ok,"['Bergamot', 'Anise', 'Caraway']","['Angelica', 'Tahitian Vetiver']","['White Woods', 'Amber', 'Vetiver']",https://www.fragrantica.com/perfume/Kenzo/Air-Intense-3405.html
Ça Sent Beau,Kenzo,Francoise Caron,1997.0,3.93,"1,290","['white floral', 'citrus', 'tuberose', 'aromatic', 'woody', 'sweet', 'animalic', 'yellow floral', 'patchouli']",female,long lasting,average,ok,"['Mandarin Orange', 'Patchouli', 'Bergamot']","['Peach', 'Ylang-Ylang', 'Tuberose', 'Jasmine', 'African Orange Flower', 'Coriander', 'Gardenia']","['Amber', 'Vetiver', 'Vanilla']",https://www.fragrantica.com/perfume/Kenzo/Ca-Sent-Beau-2252.html
Floralista,Kenzo,,2014.0,3.71,126,"['floral', 'fresh', 'fruity']",female,moderate,average,ok,['Apple Blossom'],"['Pear', 'Peony']",['Peach Blossom'],https://www.fragrantica.com/perfume/Kenzo/Floralista-23502.html
Kashaya,Kenzo,Sophia Grojsman,1993.0,3.86,774,"['fruity', 'sweet', 'powdery', 'white floral', 'floral', 'amber', 'woody', 'yellow floral', 'warm spicy', 'vanilla']",female,moderate,average,ok,"['Peach', 'Mandarin Orange', 'Bergamot', 'Anise', 'Hiacynth', 'Apricot', 'Pineapple']","['Orchid', 'Ylang-Ylang', 'Tuberose', 'Orange Blossom', 'Rose', 'Jasmine', 'Lily', 'Narcissus', 'Carnation']","['Amber', 'Vanilla', 'Benzoin', 'Cedar', 'Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Kenzo/Kashaya-1201.html
Kenzo,Kenzo,Francoise Caron,1988.0,4.16,983,"['white floral', 'woody', 'warm spicy', 'citrus', 'fruity', 'powdery', 'aromatic', 'sweet', 'tuberose', 'animalic']",female,long lasting,strong,ok,"['Peach', 'Mandarin Orange', 'Orange Blossom', 'Bergamot', 'Spices', 'Plum']","['Ylang-Ylang', 'Caraway', 'Tuberose', 'Jasmine', 'Rose', 'Cedar', 'Coriander', 'Orris Root', 'Sandalwood', 'Lily-of-the-Valley', 'Carnation', 'Gardenia']","['Amber', 'Oakmoss', 'Vanilla', 'Patchouli', 'Musk']",https://www.fragrantica.com/perfume/Kenzo/Kenzo-3403.html
Le Monde Est Beau,Kenzo,Daniela Andrier,1997.0,4.22,"2,069","['fruity', 'aromatic', 'fresh spicy', 'citrus', 'woody', 'floral', 'green', 'white floral', 'herbal', 'fresh']",female,moderate,average,ok,"['Mandarin Orange', 'Black Currant', 'Magnolia', 'Basil']","['Japanese Cherry Blossom', 'Jasmine', 'Iris', 'Honeysuckle']","['Vetiver', 'Tonka Bean', 'Cedar', 'Sandalwood', 'Blackberry']",https://www.fragrantica.com/perfume/Kenzo/Le-Monde-Est-Beau-1469.html
Once Upon a Time pour Femme,Kenzo,Benoist Lapouza,2010.0,3.94,211,"['floral', 'woody', 'rose', 'powdery', 'amber', 'musky', 'fresh']",female,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Kenzo/Once-Upon-a-Time-pour-Femme-10202.html
Once Upon a Time pour Homme,Kenzo,Benoist Lapouza,2010.0,4.02,88,"['aromatic', 'fresh spicy', 'warm spicy', 'woody', 'earthy', 'soft spicy', 'herbal', 'fresh']",male,long lasting,average,,[],[],[],https://www.fragrantica.com/perfume/Kenzo/Once-Upon-a-Time-pour-Homme-10203.html
Parfum d'Ete 1992,Kenzo,Jean Claude Delville,1992.0,4.24,"1,483","['floral', 'green', 'white floral', 'fresh', 'woody', 'rose', 'powdery', 'yellow floral', 'earthy']",female,moderate,average,ok,"['Peach', 'Mahogany', 'Hiacynth', 'Green Leaves']","['Ylang-Ylang', 'Cyclamen', 'Freesia', 'Jasmine', 'Rose', 'Narcissus', 'Lily-of-the-Valley', 'Peony']","['Amber', 'Oakmoss', 'Iris', 'Cedar', 'Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Kenzo/Parfum-d-Ete-1992-3402.html
Parfum d'Ete 2002,Kenzo,Antoine Lie,2002.0,3.97,"1,851","['green', 'white floral', 'floral', 'fresh', 'rose', 'fresh spicy']",female,moderate,average,ok,"['Green Notes', 'Lily-of-the-Valley']","['Jasmine', 'Peony', 'Hyacinth']","['White Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Kenzo/Parfum-d-Ete-2002-80.html
Peace,Kenzo,Annick Menardo,2008.0,4.07,412,"['vanilla', 'powdery', 'woody', 'musky', 'citrus', 'sweet', 'almond', 'amber']",unisex,moderate,average,ok,['Mandarin Orange'],['Cedar'],"['Musk', 'Vanilla', 'Heliotrope', 'Tonka Bean']",https://www.fragrantica.com/perfume/Kenzo/Peace-2843.html
Power,Kenzo,Olivier Polge,2008.0,4.17,"1,587","['floral', 'aromatic', 'amber', 'warm spicy', 'citrus', 'woody', 'powdery', 'soft spicy', 'fresh spicy', 'sweet']",unisex,moderate,average,ok,"['Coriander', 'Cardamon', 'Bergamot']",['Flowers'],"['Cedar', 'Tolu Balsam', 'Labdanum']",https://www.fragrantica.com/perfume/Kenzo/Power-3602.html
Power Cologne,Kenzo,Olivier Polge,2009.0,4.23,248,"['aromatic', 'fresh spicy', 'warm spicy', 'citrus', 'woody', 'amber', 'powdery', 'herbal', 'sweet']",unisex,moderate,average,ok,"['Bergamot', 'Cardamon', 'Lemon Verbena']","['Geranium', 'Coriander', 'Black Pepper']","['Vetyver', 'Tolu Balsam', 'Virginia Cedar']",https://www.fragrantica.com/perfume/Kenzo/Power-Cologne-7046.html
Summer by Kenzo,Kenzo,Alberto Morillas,2005.0,3.98,"1,510","['powdery', 'floral', 'yellow floral', 'citrus', 'white floral', 'sweet', 'fresh', 'almond', 'woody', 'musky']",female,moderate,average,ok,"['Bergamot', 'Lemon', 'Citruses']","['Freesia', 'Jasmine', 'Mimosa', 'Lily-of-the-Valley', 'Almond Milk', 'Violet']","['Amber', 'Lemon', 'Styrax', 'Cedar', 'Musk', 'Woodsy Notes']",https://www.fragrantica.com/perfume/Kenzo/Summer-by-Kenzo-76.html
Wild,Kenzo,,2015.0,3.61,77,"['citrus', 'woody', 'floral', 'fresh', 'musky', 'white floral', 'fresh spicy', 'sweet', 'rose', 'soft spicy']",,moderate,enormous,,"['Pomegranate', 'Pink Grapefruit', 'Pink Pepper']","['Green Almond', 'Orange Blossom', 'Peony']","['Cedar', 'Musk', 'White Tea']",https://www.fragrantica.com/perfume/Kenzo/Wild-29703.html
Kenzo Amour,Kenzo,Daphné Bugey,2006.0,4.12,"10,410","['vanilla', 'floral', 'powdery', 'lactonic', 'sweet', 'savory', 'tropical', 'musky', 'balsamic', 'amber']",female,moderate,average,ok,"['Rice', 'White Tea']","['Frangipani', 'Heliotrope', 'Cherry Blossom']","['Musk', 'Thanaka Wood', 'Vanille', 'Incense']",https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-664.html
Kenzo Amour Florale,Kenzo,Daphné Bugey,2009.0,3.91,"1,252","['citrus', 'white floral', 'floral', 'lactonic', 'tropical', 'aromatic', 'musky', 'fresh spicy', 'warm spicy', 'woody']",female,moderate,average,ok,"['Neroli', 'Black Currant', 'Grapefruit', 'Cardamom']","['Frangipani', 'Rose', 'Gardenia']","['Musk', 'Virginia Cedar']",https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-Florale-5806.html
Kenzo Amour I Love U,Kenzo,,2012.0,4.01,543,"['floral', 'citrus', 'rose', 'powdery', 'musky', 'violet', 'woody', 'fruity', 'fresh']",female,moderate,average,ok,['Grapefruit'],"['Rose', 'Peach Blossom', 'Violet']","['Musk', 'Virginia Cedar']",https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-I-Love-U-14538.html
Kenzo Amour Indian Holi,Kenzo,Daphné Bugey,2008.0,4.18,"1,613","['floral', 'fresh', 'vanilla', 'fruity', 'sweet', 'powdery', 'musky', 'lactonic', 'amber', 'balsamic']",female,long lasting,average,ok,"['Red Berries', 'Rice', 'Cherry Blossom', 'Incense']","['Frangipani', 'Rose', 'Pink Pepper', 'Peony']","['Sandalwood', 'Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-Indian-Holi-2273.html
Kenzo Amour Le Parfum,Kenzo,Daphné Bugey,2008.0,4.34,"1,033","['amber', 'vanilla', 'warm spicy', 'balsamic', 'smoky']",female,long lasting,strong,ok,"['Rice', 'Incense']","['Frangipani', 'Patchouli']","['Amber', 'Benzoin', 'Vanilla']",https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-Le-Parfum-4696.html
Kenzo Amour Make Me Fly,Kenzo,,2016.0,3.86,129,"['floral', 'fruity', 'citrus', 'white floral', 'fresh', 'musky', 'sweet', 'woody', 'powdery']",female,moderate,average,ok,"['Mandarin Orange', 'Mirabella Plum']","['Jasmine', 'Magnolia', 'Cherry Blossom']","['Cedar', 'White Musk']",https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-Make-Me-Fly-36815.html
L'Eau de Kenzo Amour,Kenzo,,2011.0,3.92,377,"['floral', 'vanilla', 'citrus', 'fresh', 'tropical', 'powdery', 'sweet', 'yellow floral', 'musky', 'green']",female,moderate,average,ok,"['Tea', 'Bergamot', 'Bitter Orange']","['Frangipani', 'Ylang-Ylang', 'Peony']","['Musk', 'Vanille']",https://www.fragrantica.com/perfume/Kenzo/L-Eau-de-Kenzo-Amour-10736.html
Aqua Kenzo pour Femme,Kenzo,Louise Turner,2018.0,3.71,"1,036","['citrus', 'fruity', 'floral', 'green', 'woody', 'sweet', 'fresh', 'white floral', 'rose', 'aromatic']",female,moderate,average,ok,"['Mandarin Orange', 'Raspberry Leaf', 'Lemon']","['Hedione', 'Rose', 'Jasmine', 'Magnolia', 'Green Notes', 'Apple']","['Vetiver', 'Vanilla', 'Patchouli', 'Cashmere Wood', 'Sandalwood']",https://www.fragrantica.com/perfume/Kenzo/Aqua-Kenzo-pour-Femme-49289.html
Aqua Kenzo pour Homme,Kenzo,Ane Ayo,2018.0,3.79,463,"['woody', 'nutty', 'aquatic', 'vanilla', 'powdery', 'green', 'amber', 'sweet', 'fresh', 'aromatic']",male,moderate,average,good value,"['Bergamot', 'Apple', 'Pink Pepper']","['Hazelnut', 'Water Notes', 'Sesame', 'Green Notes']","['Amber', 'Vanilla', 'Tonka Bean', 'Cedar', 'Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Kenzo/Aqua-Kenzo-pour-Homme-49290.html
Couleur Kenzo Jaune-Yellow,Kenzo,Jean Jacques,2012.0,3.87,258,"['citrus', 'white floral', 'vanilla', 'sweet', 'powdery', 'aromatic']",female,moderate,average,ok,"['Bergamot', 'Lemon']","['Orange Blossom', 'Jasmine']","['Musk', 'Vanilla']",https://www.fragrantica.com/perfume/Kenzo/Couleur-Kenzo-Jaune-Yellow-17258.html
Couleur Kenzo Rose-Pink,Kenzo,Jean Jacques,2013.0,3.57,141,"['rose', 'citrus', 'warm spicy', 'musky', 'floral', 'metallic', 'amber', 'fresh spicy', 'leather', 'powdery']",female,moderate,intimate,ok,"['Grapefruit', 'Angelica']","['Rose', 'Saffron']",[],https://www.fragrantica.com/perfume/Kenzo/Couleur-Kenzo-Rose-Pink-17257.html
Couleur Kenzo Violet,Kenzo,Jean Jacques,2014.0,3.86,138,"['fruity', 'sweet', 'violet', 'soft spicy', 'fresh', 'powdery']",female,moderate,intimate,ok,"['Blueberry', 'Red Currant']","['Violet', 'Marmalade']",['Black Currant'],https://www.fragrantica.com/perfume/Kenzo/Couleur-Kenzo-Violet-23315.html
Flower by Kenzo,Kenzo,Alberto Morillas,2000.0,3.62,"14,686","['powdery', 'floral', 'violet', 'rose', 'amber', 'vanilla', 'musky', 'sweet', 'balsamic', 'smoky']",female,moderate,average,ok,"['Mandarin Orange', 'Black Currant', 'Bulgarian Rose', 'Hawthorn']","['Rose', 'Jasmine', 'Opoponax', 'Parma Violet']","['White Musk', 'Vanilla', 'Incense']",https://www.fragrantica.com/perfume/Kenzo/Flower-by-Kenzo-72.html
Flower by Kenzo 20th Anniversary Edition,Kenzo,Alberto Morillas,2020.0,3.93,28,"['rose', 'musky', 'powdery', 'soft spicy', 'violet', 'floral', 'vanilla', 'aromatic', 'fruity', 'green']",female,moderate,average,overpriced,"['Pink Pepper', 'Cassis']","['Bulgarian Rose', 'Violet']","['White Musk', 'Vanilla']",https://www.fragrantica.com/perfume/Kenzo/Flower-by-Kenzo-20th-Anniversary-Edition-60225.html
