nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
101 rose sweet pea white cedar 50998.html,Bon Parfumeur,Alexandra Monet,2017.0,3.86,154,"['rose', 'floral', 'white floral', 'woody', 'warm spicy', 'musky', 'patchouli', 'aromatic', 'citrus', 'fresh']",female,moderate,average,ok,"['Lavender', 'Cardamom', 'Bergamot']","['Sweet Pea', 'Lily-of-the-Valley', 'White Cedar Extract', 'Turkish Rose']","['Musk', 'Patchouli', 'Crystal Amber']",https://www.fragrantica.com/perfume/Bon-Parfumeur/101-rose-sweet-pea-white-cedar-50998.html
102 tea cardamom mimosa 50999.html,Bon Parfumeur,Nathalie Koobus,2017.0,3.79,110,"['citrus', 'aromatic', 'green', 'warm spicy', 'powdery', 'fresh spicy', 'yellow floral', 'floral', 'fresh', 'mossy']",female,moderate,average,good value,"['Cardamom', 'Coriander', 'Bergamot']","['Tea', 'Jasmine', 'Violet']","['Musk', 'Moss', 'Mimosa']",https://www.fragrantica.com/perfume/Bon-Parfumeur/102-tea-cardamom-mimosa-50999.html
103 tiare flower jasmine hibiscus 51000.html,Bon Parfumeur,Karine Dubreuil-Sereni,2017.0,3.89,241,"['white floral', 'floral', 'citrus', 'tropical', 'musky', 'sweet']",female,moderate,average,ok,"['Broom', 'Bergamot', 'Hibiscus']","['Neroli', 'Frangipani', 'Tiare Flower', 'Jasmine Sambac']","['Musk', 'Vanilla', 'Sand']",https://www.fragrantica.com/perfume/Bon-Parfumeur/103-tiare-flower-jasmine-hibiscus-51000.html
104 orange verte jacynthe lierre 69031.html,Bon Parfumeur,Corinne Cachen,2019.0,3.84,56,"['green', 'aromatic', 'balsamic', 'citrus', 'floral', 'woody', 'aquatic', 'fresh', 'fresh spicy', 'earthy']",unisex,long lasting,average,ok,"['Bitter Orange', 'Mastic or Lentisque', 'Cardamom', 'Galbanum']","['Watery Notes', 'Jasmine', 'Hyacinth']","['Patchouli', 'Vetiver', 'Amber']",https://www.fragrantica.com/perfume/Bon-Parfumeur/104-orange-verte-jacynthe-lierre-69031.html
106 damascena rose davana vanilla 78510.html,Bon Parfumeur,,,3.83,82,"['rose', 'vanilla', 'musky', 'soft spicy', 'powdery', 'aromatic', 'green', 'sweet', 'floral', 'balsamic']",female,moderate,average,good value,['Pink Pepper'],"['Davana', 'Damask Rose']","['Musk', 'Vanilla']",https://www.fragrantica.com/perfume/Bon-Parfumeur/106-damascena-rose-davana-vanilla-78510.html
201 granny smith lily of the valley pear 51001.html,Bon Parfumeur,Philippe Romano,2017.0,3.76,108,"['fruity', 'fresh', 'floral', 'green', 'white floral', 'sweet', 'aromatic', 'citrus', 'fresh spicy', 'musky']",female,weak,average,good value,"['Cassis', 'Green Apple', 'Bergamot', 'Pear']","['Lily-of-the-Valley', 'Marigold', 'Freesia', 'Magnolia']","['Musk', 'Cedar', 'Vetiver']",https://www.fragrantica.com/perfume/Bon-Parfumeur/201-granny-smith-lily-of-the-valley-pear-51001.html
2019 vodka tobacco juniper 56042.html,Bon Parfumeur,Karine Dubreuil-Sereni,2019.0,3.56,25,"['aromatic', 'fresh spicy', 'green', 'woody', 'vodka', 'tobacco', 'citrus', 'sweet', 'earthy', 'warm spicy']",male,weak,average,good value,"['Bitter Orange', 'Basil', 'Mint', 'Vodka']","['Frosted Melon', 'Juniper Berries', 'Pink Pepper', 'Cinammon']","['Patchouli', 'Tobacco', 'Vetiver']",https://www.fragrantica.com/perfume/Bon-Parfumeur/2019-vodka-tobacco-juniper-56042.html
202 watermelon redcurrant jasmine 51002.html,Bon Parfumeur,Karine Dubreuil-Sereni,2017.0,3.6,157,"['fruity', 'fresh', 'sweet', 'ozonic', 'aquatic', 'white floral', 'citrus', 'floral', 'caramel', 'woody']",female,moderate,average,good value,"['Grapefruit', 'Citron', 'Melon']","['Lily-of-the-Valley', 'Red Currant', 'Cyclamen', 'Mango', 'Jasmine']","['Sandalwood', 'Caramel', 'Peach']",https://www.fragrantica.com/perfume/Bon-Parfumeur/202-watermelon-redcurrant-jasmine-51002.html
203 raspberry vanilla blackberry 51003.html,Bon Parfumeur,Corinne Cachen,2017.0,3.86,214,"['fruity', 'vanilla', 'sweet', 'white floral', 'fresh', 'powdery', 'amber', 'citrus', 'musky', 'woody']",female,moderate,average,good value,"['Neroli', 'Red Fruits', 'Pear']","['Solar Notes', 'Rose', 'Jasmine']","['Musk', 'Vanilla', 'Ambergris', 'White Woods']",https://www.fragrantica.com/perfume/Bon-Parfumeur/203-raspberry-vanilla-blackberry-51003.html
301 sandalwood amber cardamom 51004.html,Bon Parfumeur,Nathalie Koobus,2017.0,3.7,207,"['woody', 'warm spicy', 'aromatic', 'amber', 'powdery', 'fresh spicy', 'coconut']",unisex,moderate,average,good value,"['Cypress', 'Cardamom', 'Thyme', 'Ylang-Ylang', 'Cumin']","['Coconut Nectar', 'Jasmine', 'Cedar']","['Sandalwood', 'Benzoin', 'Patchouli', 'Amber']",https://www.fragrantica.com/perfume/Bon-Parfumeur/301-sandalwood-amber-cardamom-51004.html
302 amber iris sandalwood 51005.html,Bon Parfumeur,Sidonie Lancesseur,2017.0,4.12,222,"['amber', 'powdery', 'woody', 'warm spicy', 'balsamic', 'vanilla', 'smoky', 'iris']",unisex,moderate,average,good value,"['Geranium', 'Red Berries']","['Vanilla', 'Iris', 'Incense']","['Sandalwood', 'Musk', 'Amber']",https://www.fragrantica.com/perfume/Bon-Parfumeur/302-amber-iris-sandalwood-51005.html
303 piment baie rose benjoin 69034.html,Bon Parfumeur,Sidonie Lancesseur,2019.0,4.31,71,"['warm spicy', 'amber', 'woody', 'aromatic', 'soft spicy', 'sweet', 'powdery', 'earthy', 'balsamic', 'musky']",unisex,long lasting,average,ok,"['Cardamom', 'Red Chilli Pepper', 'Pink Pepper']","['Patchouli', 'Ylang-Ylang', 'Tolu Balsam']","['Java vetiver oil', 'Haitian Vetiver', 'Musk', 'Benzoin']",https://www.fragrantica.com/perfume/Bon-Parfumeur/303-piment-baie-rose-benjoin-69034.html
304 Cumin Fleur d Amandier Cedre 90081.html,Bon Parfumeur,,2024.0,3.71,34,"['fresh spicy', 'woody', 'almond', 'animalic', 'fruity']",unisex,moderate,average,good value,"['Ginger', 'Cumin']",['Almond'],['Cedar'],https://www.fragrantica.com/perfume/Bon-Parfumeur/304-Cumin-Fleur-d-Amandier-Cedre-90081.html
401 cedar candied plum vanilla 51006.html,Bon Parfumeur,,2017.0,3.99,454,"['woody', 'amber', 'fruity', 'balsamic', 'warm spicy', 'aromatic', 'sweet', 'smoky', 'vanilla', 'powdery']",unisex,moderate,average,good value,"['Bergamot', 'elemi', 'Incense', 'Cypress']","['Cinnamon', 'Cedar', 'Patchouli', 'Plum']","['Sandalwood', 'Vanilla', 'Musk', 'Labdanum']",https://www.fragrantica.com/perfume/Bon-Parfumeur/401-cedar-candied-plum-vanilla-51006.html
402 vanilla toffee sandalwood 51007.html,Bon Parfumeur,Corinne Cachen,2017.0,3.84,318,"['vanilla', 'sweet', 'caramel', 'powdery', 'floral', 'woody', 'balsamic']",female,moderate,average,ok,"['Almond Blossom', 'Apple']","['Madagascar Vanilla', 'Heliotrope']","['Caramel', 'Sandalwood', 'Sugar', 'Musk', 'Benzoin']",https://www.fragrantica.com/perfume/Bon-Parfumeur/402-vanilla-toffee-sandalwood-51007.html
403 Myrrh Shadow 103049.html,Bon Parfumeur,Amelie Jacquin,2025.0,4.06,31,"['amber', 'warm spicy', 'fresh spicy', 'aromatic', 'woody', 'citrus', 'balsamic', 'musky', 'vanilla', 'green']",unisex,long lasting,average,ok,"['Bitter Orange', 'Black currant leaf', 'Grapefruit']","['Basil', 'Cinnamon', 'Cypress', 'Timur']","['Myrrh', 'Akigalawood', 'Cosmone', 'Atlas Cedar', 'Musk', 'Vanilla', 'Patchouli', 'Benzoin']",https://www.fragrantica.com/perfume/Bon-Parfumeur/403-Myrrh-Shadow-103049.html
501 praline licorice patchouli 51008.html,Bon Parfumeur,Philippe Romano,2017.0,3.81,330,"['sweet', 'nutty', 'woody', 'caramel', 'amber', 'lactonic', 'soft spicy']",female,moderate,average,good value,"['Hazelnut', 'Yuzu', 'Bergamot']","['Praline', 'Iris', 'Licorice']","['Caramel', 'Musk', 'Cashmere Wood', 'Patchouli', 'Amber']",https://www.fragrantica.com/perfume/Bon-Parfumeur/501-praline-licorice-patchouli-51008.html
601 vetiver cedar bergamot 51009.html,Bon Parfumeur,Nathalie Koobus,2017.0,3.87,178,"['woody', 'aromatic', 'citrus', 'fresh spicy', 'earthy', 'powdery']",male,moderate,average,good value,"['Grapefruit', 'Bergamot', 'Pink Pepper']","['Violet', 'Pepper']","['Sandalwood', 'Cedar', 'Vetiver']",https://www.fragrantica.com/perfume/Bon-Parfumeur/601-vetiver-cedar-bergamot-51009.html
602 pepper cedar patchouli 51010.html,Bon Parfumeur,Nathalie Koobus,2017.0,4.01,217,"['woody', 'fresh spicy', 'warm spicy', 'amber', 'aromatic', 'earthy', 'balsamic', 'patchouli', 'smoky']",unisex,moderate,average,good value,"['Neroli', 'Bay Leaf', 'Incense']","['Cedar', 'Pepper', 'Pimento']","['Benzoin', 'Patchouli', 'Incense', 'Vetiver']",https://www.fragrantica.com/perfume/Bon-Parfumeur/602-pepper-cedar-patchouli-51010.html
603 cuir encens feve tonka 69035.html,Bon Parfumeur,Mylène Alran,2020.0,4.08,163,"['amber', 'fresh spicy', 'ozonic', 'aromatic', 'woody', 'aquatic', 'leather', 'vanilla', 'green', 'musky']",unisex,moderate,average,good value,"['Violet Leaf', 'Nutmeg', 'Lemon']","['Olibanum', 'Sage', 'Cypress']","['Tonka Bean', 'Cashmeran', 'Cistus Incanus', 'Leather', 'Styrax']",https://www.fragrantica.com/perfume/Bon-Parfumeur/603-cuir-encens-feve-tonka-69035.html
